# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "/home/bit/project/yeast_stress/data/Saccharomyces_cerevisiae.R64-1-1.59.gtf" "-o" "/home/bit/project/yeast_stress/results/counts/gene_counts.txt" "/home/bit/project/yeast_stress/results/alignment/SRR636633_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636634_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636635_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636636_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636637_sorted.bam" "/home/bit/project/yeast_stress/results/alignment/SRR636638_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/bit/project/yeast_stress/results/alignment/SRR636633_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636634_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636635_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636636_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636637_sorted.bam	/home/bit/project/yeast_stress/results/alignment/SRR636638_sorted.bam
YBL019W	II	184353	185915	+	1563	318	278	230	710	638	607
YBR112C	II	462870	465770	-	2901	1649	1808	1669	769	1048	1049
YBR164C	II	567875	568426	-	552	1415	1120	1082	1543	1510	1635
YBR148W	II	537876	539705	+	1830	85	57	58	35	81	79
YBL020W	II	182401	184125	+	1725	2183	1895	2234	1384	1380	983
YBR208C	II	636703	642210	-	5508	1750	1592	1772	2380	2010	1314
tD(GUC)B	II	405960	406031	+	72	0	0	0	0	0	0
YBR172C	II	579150	581372	-	2223	2005	2414	2172	751	1193	788
YBL097W	II	40831	43095	+	2265	412	287	283	234	220	284
YBR050C	II	337183	338199	-	1017	29	41	27	58	59	54
YBR183W	II	596115	597065	+	951	40	58	43	426	358	327
YBR213W	II	650368	651192	+	825	145	92	112	149	71	104
YBR113W	II	465566	466048	+	483	33	38	47	23	26	27
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	237	199	200	959	926	838
YBR196C-A	II	614024	614173	-	150	15	19	14	18	18	9
YBR286W	II	774700	776313	+	1614	19771	18485	23480	23720	18098	17473
YBR268W	II	741299	741616	+	318	320	239	241	482	356	307
YBR058C-A	II	356324	356566	-	243	842	610	629	417	610	660
YBR287W	II	776571	777854	+	1284	2474	2901	2822	5549	5843	5312
YBL083C	II	69713	70138	-	426	14	10	13	14	7	4
YBL061C	II	105316	107406	-	2091	939	819	882	762	1010	1020
YBR267W	II	739841	741022	+	1182	970	702	701	107	85	45
YBR114W	II	467248	469620	+	2373	536	480	529	1616	1065	783
YBL032W	II	160184	161329	+	1146	2411	2262	2372	1639	1482	1372
YBR219C	II;II	662499;663003	662581;663303	-;-	384	1	1	1	1	0	2
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	0	0	0	1	0	0
YBR299W	II	805351	807105	+	1755	29	13	20	46	26	16
YBR191W	II;II	606270;606669	606280;607140	+;+	483	24691	19212	20133	1658	2857	4707
YBR125C	II	487199	488380	-	1182	900	744	833	1227	927	705
YBL069W	II	90741	92030	+	1290	360	341	306	231	175	134
YBR223C	II	668663	670297	-	1635	179	174	158	506	432	441
YBR074W	II	386286	389216	+	2931	2970	2807	2951	1611	1365	865
YBR201C-A	II	624493	624696	-	204	113	94	105	75	86	85
YBR187W	II	602634	603476	+	843	9039	5993	7740	2681	2167	1988
YBL021C	II	181660	182094	-	435	268	196	194	695	525	396
YBL049W	II	126828	127244	+	417	114	96	98	494	547	480
YBL035C	II	151493	153610	-	2118	719	683	629	906	699	577
YBL095W	II	43277	44089	+	813	107	89	100	112	121	126
YBR073W	II	383112	385988	+	2877	1651	1289	1141	1993	1369	1078
YBR109W-A	II	458608	458832	+	225	46	32	46	88	48	24
YBR260C	II	732639	734639	-	2001	595	473	566	1131	1138	1007
YBR279W	II	761257	762594	+	1338	610	741	528	106	1083	1184
YBR211C	II	646158	647132	-	975	285	260	298	676	550	481
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	31137	34699	41629	21681	22978	16834
YBR063C	II	366970	368184	-	1215	396	294	272	419	343	254
YBR028C	II	294425	296002	-	1578	794	676	657	331	394	382
YBL039C-A	II	144948	145031	-	84	0	0	0	0	0	0
YBR129C	II	494353	495339	-	987	676	565	583	364	516	510
YBL050W	II;II	125125;125271	125154;126119	+;+	879	1165	1017	951	4713	3829	3621
YBR051W	II	337988	338338	+	351	5	7	2	8	3	1
YBR080C	II	398614	400890	-	2277	1980	1760	1961	4135	3225	2606
YBL058W	II	111437	112708	+	1272	2153	1922	2023	6253	4389	3923
YBL101C	II	24946	28299	-	3354	644	490	666	1448	1103	1044
YBR140C	II	517350	526628	-	9279	2807	2403	2912	2882	2330	1640
YBR021W	II	281443	283344	+	1902	888	738	852	176	141	100
YBR232C	II	683373	683732	-	360	2	3	7	4	3	8
YBR024W	II	289445	290350	+	906	183	156	149	394	480	477
YBL005W-B	II	221330	226598	+	5269	655	519	676	520	624	553
YBL100W-A	II	29935	31251	+	1317	0	0	0	0	0	0
YBR012W-B	II	259869	265140	+	5272	183	138	169	189	240	145
YBR012W-A	II	259869	261191	+	1323	0	0	0	0	0	0
YBL005W-A	II	221330	222652	+	1323	0	0	0	0	0	0
YBL100W-B	II	29935	35248	+	5314	91	72	61	111	142	120
YNR017W	XIV	662913	663581	+	669	1905	1663	1762	1073	1021	811
YNL105W	XIV	424155	424583	+	429	3	3	2	3	5	5
YNR069C	XIV	761123	762592	-	1470	140	148	137	621	1127	1458
YNL306W	XIV	58155	58808	+	654	1091	904	940	2058	1477	1353
YNL288W	XIV	90303	91424	+	1122	1385	1279	1423	2226	1885	1628
YNL191W	XIV	280432	281505	+	1074	458	537	451	227	223	224
YNL150W	XIV	349251	349658	+	408	138	101	111	115	87	86
YNL097C	XIV	441366	442358	-	993	229	192	152	577	396	422
tN(GUU)N1	XIV	102716	102789	+	74	2	0	3	4	2	2
YNL137C	XIV	368595	370055	-	1461	877	743	854	2158	1422	1221
YNL331C	XIV	16118	17248	-	1131	253	261	264	558	449	386
YNL030W	XIV	576727	577038	+	312	5909	5546	5052	550	727	803
YNL297C	XIV	71673	76583	-	4911	1503	1500	1749	1723	2384	2002
YNL102W	XIV	430087	434493	+	4407	1603	1222	1185	1094	852	717
YNR026C	XIV	673274	674689	-	1416	890	749	755	1136	884	946
YNL152W	XIV	346313	347542	+	1230	518	472	456	572	567	547
YNL140C	XIV	360917	361486	-	570	7	4	5	8	4	3
YNL099C	XIV	438567	439283	-	717	859	722	644	788	715	739
YNL182C	XIV	295960	297627	-	1668	2027	1910	1627	116	167	138
YNL180C	XIV	299654	300649	-	996	290	602	342	118	1036	1535
YNR001C	XIV	629622	631061	-	1440	1242	1303	1373	6238	6707	6179
YNL091W	XIV	452408	456130	+	3723	1618	1744	1799	963	2236	2286
YNL157W	XIV	340352	340858	+	507	834	635	717	1652	1384	1557
YNL315C	XIV	43324	44280	-	957	829	536	641	1615	1155	1179
YNL221C	XIV	231068	233695	-	2628	2059	1723	1672	798	679	652
YNR052C	XIV	719346	720647	-	1302	1165	1081	1279	1430	1156	978
YNL061W	XIV	510540	512396	+	1857	3973	3367	3487	227	353	362
YNL284C	XIV	103134	104102	-	969	678	543	543	1496	1115	965
YNR040W	XIV	699690	700460	+	771	222	208	169	305	235	192
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	1419	1051	1301	1442	1070	937
YNL097W-A	XIV	441431	441586	+	156	0	0	0	0	0	0
YNL121C	XIV	398684	400537	-	1854	2689	2168	2482	2121	2096	2099
snR191	XIV	721938	722211	-	274	42	33	38	27	51	54
YNL043C	XIV	545589	545909	-	321	103	68	118	62	46	43
YNR055C	XIV	728426	730186	-	1761	3145	2861	3174	3188	2900	2293
YNL039W	XIV	555048	556832	+	1785	678	644	537	186	960	974
YNR036C	XIV	694361	694822	-	462	1261	1023	1130	3642	2252	1800
YNL304W	XIV	60297	61550	+	1254	230	186	179	318	371	352
YNL119W	XIV	401040	402521	+	1482	705	552	555	94	76	58
YNL034W	XIV	570477	572315	+	1839	19	9	21	61	35	23
YNL187W	XIV	287994	289067	+	1074	198	205	207	369	312	260
YNL310C	XIV	51907	52431	-	525	293	288	322	1081	658	641
YNL277W	XIV	117349	118809	+	1461	452	421	458	771	595	483
YNL126W	XIV	387227	389767	+	2541	695	632	756	347	304	270
tL(UAA)N	XIV	726134	726217	-	84	0	0	0	0	0	0
YNL210W	XIV	250931	251743	+	813	200	177	200	147	125	97
YNR041C	XIV	700541	701659	-	1119	838	692	781	1129	533	377
YNL193W	XIV	274368	276044	+	1677	492	404	410	995	641	513
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	5283	5127	5478	740	638	596
YNL263C	XIV	146896	147840	-	945	2551	2176	2584	5727	4072	3477
YNL059C	XIV	512668	514935	-	2268	1083	927	978	376	1402	1469
YNL028W	XIV	578679	578996	+	318	0	2	0	3	4	1
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	1316	1085	1165	961	624	623
YNL026W	XIV	581920	583374	+	1455	786	807	804	2306	1607	1345
YNL067W	XIV	499681	500256	+	576	9613	7739	8344	2090	1508	1358
YNL205C	XIV	258155	258577	-	423	6	6	7	4	4	0
YNL104C	XIV	424895	426754	-	1860	8727	7877	9122	21372	20603	19541
YNL169C	XIV	316169	317671	-	1503	1384	1252	1399	1687	1105	892
YNL268W	XIV	138550	140385	+	1836	4103	3788	4300	3168	2579	2077
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	9309	6627	6556	915	1374	2238
YNL257C	XIV	160631	164320	-	3690	1262	1044	1106	1608	1303	1304
YNL229C	XIV	219137	220201	-	1065	972	947	827	643	1445	1503
YNL042W-B	XIV	547113	547370	+	258	1	2	1	13	3	8
YNL248C	XIV	181361	182608	-	1248	4182	4192	4179	126	209	189
YNR045W	XIV	706139	707608	+	1470	281	251	212	682	546	573
YNR051C	XIV	716780	718327	-	1548	1601	2776	2542	144	2580	2009
YNL190W	XIV	282395	283009	+	615	6494	5410	7024	3112	2603	2281
YNL194C	XIV	272710	273615	-	906	160	132	132	569	521	556
YNL080C	XIV	476932	478032	-	1101	1194	1165	1216	993	930	760
YNR005C	XIV	636931	637335	-	405	0	1	1	0	0	1
YNR064C	XIV	749136	750008	-	873	151	126	130	149	102	80
YNL145W	XIV	352414	352530	+	117	3723	3605	4005	1301	1345	1070
YNR068C	XIV	760067	760885	-	819	120	84	99	493	839	1102
YNL323W	XIV	31944	33188	+	1245	1196	909	1127	858	671	651
YNL003C	XIV	624975	625829	-	855	725	659	669	2014	1156	887
YNL199C	XIV	264926	266530	-	1605	1123	928	862	660	858	846
YNL048W	XIV	538173	539819	+	1647	1287	1208	1285	1530	1343	1192
YNL072W	XIV	490317	491240	+	924	354	350	333	497	305	259
YNL224C	XIV	224796	227099	-	2304	616	419	413	630	614	700
YNL067W-A	XIV	498538	498684	+	147	0	3	0	0	1	1
YNR032W	XIV	686010	687116	+	1107	519	467	459	2607	2258	2036
YNL206C	XIV	256788	258155	-	1368	1083	897	863	581	790	715
YNR062C	XIV	744360	745343	-	984	207	209	180	229	255	226
YNL203C	XIV	259439	260050	-	612	15	5	15	11	10	4
YNL273W	XIV	122883	126599	+	3717	991	792	924	1361	875	748
tI(AAU)N1	XIV	569867	569940	-	74	0	0	0	0	0	1
YNL213C	XIV	246460	247104	-	645	317	243	200	154	398	400
YNL055C	XIV	517994	518845	-	852	10361	9141	10442	48919	32303	25249
YNL170W	XIV	315978	316373	+	396	36	40	38	32	26	24
YNR013C	XIV	649028	651712	-	2685	3662	3323	3794	4366	3259	2413
YNL269W	XIV	137699	138094	+	396	9	9	5	26	13	8
YNR020C	XIV	667410	668222	-	813	177	177	150	158	194	192
YNL041C	XIV	549468	551987	-	2520	810	697	644	1230	1211	1197
YNL234W	XIV	210233	211513	+	1281	412	352	310	394	369	341
YNL165W	XIV	323832	325052	+	1221	412	360	421	598	471	360
YNL116W	XIV	408341	409909	+	1569	722	702	819	700	652	603
YNL008C	XIV	616211	618241	-	2031	1162	1155	1160	2497	2328	2004
YNL309W	XIV	52662	53924	+	1263	313	250	281	479	352	338
YNR015W	XIV	653387	654541	+	1155	957	861	890	301	279	243
YNR075W	XIV	779916	781040	+	1125	316	381	379	319	321	274
YNL025C	XIV	584320	585291	-	972	308	287	257	901	714	727
YNL058C	XIV	515763	516713	-	951	619	617	627	510	352	318
YNL313C	XIV	45308	48022	-	2715	2308	2158	2226	576	510	370
YNL122C	XIV	398023	398370	-	348	151	161	100	241	302	268
YNL094W	XIV	447611	449374	+	1764	1478	1358	1588	3213	2545	2028
YNL001W	XIV	627456	628616	+	1161	881	699	664	555	568	575
YNL317W	XIV	40619	42016	+	1398	381	290	365	649	459	443
YNL035C	XIV	568522	569691	-	1170	831	773	811	836	730	624
YNL007C	XIV	618507	619565	-	1059	1823	1982	1682	4154	10442	17164
YNL162W-A	XIV	330329	330547	+	219	220	169	132	13	13	16
YNR039C	XIV	697614	699431	-	1818	698	760	772	739	979	842
YNL103W-A	XIV	426719	426808	+	90	68	89	95	206	202	232
tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	1	2	0	4	1	6
YNL052W	XIV	531725	532186	+	462	909	811	866	1239	1176	1159
YNL120C	XIV	401033	401518	-	486	0	0	0	0	0	0
YNL002C	XIV	626174	627142	-	969	3169	2630	2380	120	300	333
YNL311C	XIV	49397	51688	-	2292	482	467	453	451	460	477
YNR007C	XIV	639182	640114	-	933	164	120	118	789	710	748
YNL291C	XIV	84169	85815	-	1647	1484	1453	1708	1238	1421	1052
YNL195C	XIV	271523	272308	-	786	138	111	99	458	347	279
YNL087W	XIV	462411	465947	+	3537	5986	5664	6202	2933	3427	3192
tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	0	0	0	21	28	31
YNL217W	XIV	240331	241311	+	981	1547	1369	1443	372	442	470
YNL029C	XIV	577205	578773	-	1569	596	460	548	543	431	296
YNR028W	XIV	676177	677103	+	927	1046	768	948	922	826	822
YNL009W	XIV	614821	616083	+	1263	88	115	91	232	229	240
YNL024C-A	XIV	586602	586820	-	219	948	775	913	1266	1014	841
YNL334C	XIV	12208	12876	-	669	16	14	12	37	42	28
YNL319W	XIV	38642	39082	+	441	9	6	11	13	9	1
YNL295W	XIV	76946	78520	+	1575	432	326	327	755	522	540
tN(GUU)N2	XIV	632599	632672	+	74	0	2	0	2	0	0
YNL192W	XIV	276502	279897	+	3396	2518	2278	2322	4211	3331	2911
YNL149C	XIV	349367	349756	-	390	379	255	243	353	215	182
YNL071W	XIV	491523	492971	+	1449	4367	4463	5544	7614	8354	7546
YNL089C	XIV	456693	457169	-	477	16	18	17	15	15	10
YNL308C	XIV	54122	55897	-	1776	1734	1842	1512	46	219	328
YNL239W	XIV	200569	201933	+	1365	2190	2234	2790	10952	10049	8497
YNL275W	XIV	119268	120998	+	1731	674	603	690	324	352	251
YNR071C	XIV	770440	771468	-	1029	71	48	73	226	133	105
YNL226W	XIV	222239	222649	+	411	4	2	2	2	2	1
YNL040W	XIV	553380	554750	+	1371	851	785	796	1839	1529	1343
YNL117W	XIV	406358	408022	+	1665	102	86	80	443	268	234
YNL050C	XIV;XIV	534079;534966	534874;534982	-;-	813	389	342	232	65	189	226
YNL086W	XIV	466334	466642	+	309	118	91	86	183	131	129
YNL017C	XIV	602138	602476	-	339	3	3	1	13	2	3
YNR070W	XIV	765375	769376	+	4002	325	328	350	789	720	611
YNR067C	XIV	755746	759099	-	3354	5585	6314	6424	1569	1394	1162
YNL305C	XIV	58898	59791	-	894	692	666	738	7034	5556	4595
YNL015W	XIV	605384	605611	+	228	293	247	205	1234	1050	988
YNL146C-A	XIV	351386	351580	-	195	40	28	21	24	24	24
YNL063W	XIV	507758	508702	+	945	371	310	291	577	529	592
YNL294C	XIV	78659	80260	-	1602	1624	1282	1291	3654	2523	2108
YNR046W	XIV	707788	708195	+	408	1302	1332	1374	332	340	259
YNL167C	XIV	319416	321359	-	1944	1068	862	1041	1100	1556	1521
YNL280C	XIV	109095	110411	-	1317	4089	3332	4119	2020	1299	1148
YNR002C	XIV	633008	633856	-	849	102	93	92	677	490	405
YNL036W	XIV	559814	560479	+	666	594	490	420	13681	7169	9836
YNL075W	XIV	485607	486479	+	873	1444	1059	1005	154	211	241
YNR058W	XIV	734291	735733	+	1443	175	175	185	315	291	266
YNL054W	XIV	526086	529583	+	3498	918	773	839	1410	1122	1002
YNR006W	XIV	636986	638854	+	1869	452	434	391	1646	1253	1142
YNR042W	XIV	701238	701666	+	429	0	0	0	1	1	0
YNL261W	XIV	155100	156539	+	1440	821	812	779	1425	1407	1115
YNL188W	XIV	286308	287609	+	1302	453	379	286	78	233	234
YNL146W	XIV	351715	352017	+	303	20	30	26	63	57	48
YNL228W	XIV	220645	221421	+	777	1	1	1	1	0	1
YNL211C	XIV	250055	250315	-	261	54	71	59	16	61	57
YNR021W	XIV	668377	669591	+	1215	6975	6148	7642	4759	4441	4088
YNL201C	XIV	260627	263203	-	2577	1054	896	807	573	822	727
YNR033W	XIV	687635	689998	+	2364	1395	1176	1399	2060	1552	1206
YNR034W	XIV	690321	691286	+	966	235	251	260	1234	1311	1414
YNL272C	XIV	126805	129084	-	2280	1052	990	862	1231	1381	1228
YNL245C	XIV	186346	186885	-	540	525	392	410	523	405	356
YNR074C	XIV	777602	778738	-	1137	648	544	629	8836	6299	5173
YNL123W	XIV	394685	397678	+	2994	2938	2649	2763	2164	1548	1149
YNR016C	XIV	654673	661374	-	6702	22024	17392	22192	4953	4477	3680
YNL223W	XIV	227370	228854	+	1485	166	152	136	619	441	458
YNR032C-A	XIV	687243	687464	-	222	286	256	249	291	300	342
YNL133C	XIV	374171	374692	-	522	78	37	63	59	198	247
YNL178W	XIV	302680	303402	+	723	58649	42134	44472	13927	17084	26019
YNL065W	XIV	503724	505484	+	1761	2413	1610	1660	376	361	174
YNR043W	XIV	701895	703085	+	1191	4123	3575	4292	1861	1408	1210
YNL021W	XIV	593227	595347	+	2121	1006	858	791	790	753	698
YNL124W	XIV	392892	394370	+	1479	935	852	968	177	217	168
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	1201	1030	1234	4201	2621	2108
YNL143C	XIV	356794	357186	-	393	25	22	29	32	19	16
YNL251C	XIV	172588	174315	-	1728	2013	1915	2136	2173	1630	1005
snR40	XIV	89210	89306	+	97	9	8	3	11	15	12
YNL299W	XIV	66517	68445	+	1929	815	657	564	183	143	73
snR19	XIV	230105	230672	-	568	96	86	27	161	95	91
YNR049C	XIV	713023	713655	-	633	238	215	162	715	642	579
YNL163C	XIV	326741	330073	-	3333	2075	1829	1753	751	778	671
YNR073C	XIV	774792	776300	-	1509	37	36	55	139	90	74
YNL127W	XIV	383987	386848	+	2862	700	572	590	1789	1274	1429
YNL118C	XIV	402652	405564	-	2913	2109	1831	1812	2143	3000	2780
tT(AGU)N2	XIV	560693	560765	-	73	0	0	0	1	1	0
YNL189W	XIV	284260	285888	+	1629	5053	4714	4801	5455	4418	3992
YNL290W	XIV	86218	87240	+	1023	837	737	688	1001	996	900
YNR025C	XIV	672702	673061	-	360	21	19	32	14	20	14
YNL250W	XIV	175410	179348	+	3939	624	469	464	600	827	745
YNL314W	XIV	44447	45214	+	768	197	210	172	439	351	384
YNL227C	XIV	220659	222431	-	1773	239	204	161	15	79	100
YNL218W	XIV	238238	240001	+	1764	504	397	448	587	325	270
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	1325	1127	1066	1698	1758	1783
YNR023W	XIV	670418	672118	+	1701	428	411	320	565	543	570
YNL092W	XIV	450871	452073	+	1203	65	65	61	802	623	536
YNL324W	XIV	31050	31445	+	396	0	0	0	1	0	0
YNL233W	XIV	211922	214600	+	2679	1010	760	767	1037	997	965
YNL155W	XIV	342516	343340	+	825	625	701	494	600	2345	2217
YNL020C	XIV	595623	597539	-	1917	1121	1009	977	1291	881	768
YNL076W	XIV	483556	485310	+	1755	583	615	511	965	896	882
YNL200C	XIV	263713	264453	-	741	225	222	239	2751	2115	1803
YNL177C	XIV	303686	304615	-	930	842	693	652	2227	1408	1275
YNL077W	XIV	481391	482977	+	1587	285	315	208	411	751	1516
YNL293W	XIV	80640	82541	+	1902	324	316	264	1263	1069	1025
YNL098C	XIV	439602	440570	-	969	1800	1576	1627	1950	2499	2516
YNR004W	XIV	635943	636383	+	441	257	163	168	435	299	275
YNL049C	XIV	535281	537911	-	2631	1479	1472	1658	1881	1842	1698
YNR019W	XIV	665339	667267	+	1929	1228	1157	1327	5779	5106	4673
YNL031C	XIV	575640	576050	-	411	10236	9465	8546	4406	5000	5691
YNL019C	XIV	598376	599230	-	855	10	11	11	69	52	23
YNL214W	XIV	245617	246216	+	600	146	109	122	620	470	484
YNL006W	XIV	620067	620978	+	912	709	650	668	2632	2562	3542
YNR030W	XIV	678799	680454	+	1656	1932	2056	2399	3280	3099	2276
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	567	477	377	321	348	389
YNL090W	XIV	456565	457143	+	579	178	148	154	196	137	111
YNL151C	XIV	347766	348521	-	756	1175	884	993	124	141	126
YNL254C	XIV	168043	169248	-	1206	403	353	297	273	205	191
YNR008W	XIV	640396	642381	+	1986	950	939	980	766	893	769
YNR038W	XIV	695595	697484	+	1890	1514	1417	1482	380	327	205
YNR003W-A	XIV	634420	634518	+	99	0	0	0	0	0	0
YNL307C	XIV	56446	57573	-	1128	6370	4462	5801	7973	4984	4074
YNL131W	XIV	378767	379225	+	459	2175	1878	1929	3628	2482	2110
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	204	148	132	587	668	662
YNL175C	XIV	307401	308612	-	1212	2176	1417	1413	114	156	227
YNL042W	XIV	548100	549290	+	1191	273	257	226	520	384	316
YNL022C	XIV	591427	592899	-	1473	1444	1034	1048	480	333	284
YNL056W	XIV	517249	517842	+	594	798	681	625	489	707	676
YNL011C	XIV	611836	613170	-	1335	293	341	292	907	882	798
YNL329C	XIV	19541	22633	-	3093	1274	1245	1340	1178	953	809
YNL074C	XIV	486766	488124	-	1359	946	1332	1271	2180	3286	2992
YNL093W	XIV	449868	450530	+	663	12	9	13	210	218	182
YNR047W	XIV	708523	711204	+	2682	712	466	578	934	902	1051
YNL183C	XIV	293137	295509	-	2373	608	622	659	1721	1576	1304
YNL057W	XIV	516403	516735	+	333	0	0	1	2	0	4
YNL238W	XIV	202428	204872	+	2445	2682	2227	2722	1550	1318	1075
YNL154C	XIV	343636	345276	-	1641	3708	3024	3623	3671	3190	3264
YNL267W	XIV	140878	144078	+	3201	1739	1610	1543	1726	2228	2140
tP(UGG)N2	XIV;XIV	568115;568182	568150;568217	+;+	72	1	1	3	2	3	1
YNL014W	XIV	606319	609453	+	3135	144	145	125	581	431	359
NME1	XIV	585587	585926	+	340	50	33	24	96	66	47
YNL078W	XIV	479768	480991	+	1224	776	682	810	407	310	293
YNL209W	XIV	252059	253900	+	1842	62572	53248	61593	5144	6432	7280
YNL253W	XIV	170018	171286	+	1269	447	414	357	1026	856	789
YNL173C	XIV	308957	310057	-	1101	425	314	360	2783	2615	2769
YNL066W	XIV	501515	502777	+	1263	9434	9468	11699	2256	2621	2123
YNL321W	XIV	34696	37422	+	2727	1737	1588	1857	2940	2088	1668
YNR054C	XIV	723356	724306	-	951	645	585	504	40	82	124
YNR072W	XIV	772657	774351	+	1695	46	48	53	112	99	63
YNR076W	XIV	781918	782280	+	363	0	2	0	0	0	0
YNR031C	XIV	680694	685433	-	4740	1204	1019	1055	1767	1678	1530
YNL110C	XIV	417826	418488	-	663	1892	1418	1192	31	138	260
YNL232W	XIV	214923	215801	+	879	1455	1012	1087	927	655	599
YNL262W	XIV	148212	154880	+	6669	1800	1514	1648	947	885	681
YNL142W	XIV	357453	358952	+	1500	364	323	362	695	517	335
YNL129W	XIV	381480	382202	+	723	254	275	207	105	549	780
YNR014W	XIV	652465	653103	+	639	219	172	144	449	282	289
YNL005C	XIV	621313	622428	-	1116	897	691	729	1841	1574	1362
YNL174W	XIV	308074	308646	+	573	3	2	0	0	0	0
YNL335W	XIV	11452	12129	+	678	10	6	11	21	17	16
YNL240C	XIV	198502	199977	-	1476	880	867	887	1995	1765	1458
YNL318C	XIV	38707	40329	-	1623	0	4	2	4	7	6
YNL256W	XIV	164623	167097	+	2475	1919	1767	1951	862	681	549
YNL012W	XIV;XIV	609686;609875	609790;611665	+;+	1896	274	255	243	713	664	608
YNR029C	XIV	677199	678488	-	1290	631	506	446	639	625	563
YNL130C-A	XIV	381245	381391	-	147	10	6	13	12	17	25
YNL107W	XIV	420098	420778	+	681	233	211	154	208	402	389
YNR065C	XIV	750350	753700	-	3351	591	451	569	1208	974	817
YNL332W	XIV	14832	15854	+	1023	11	9	12	26	15	7
YNL023C	XIV	588263	591160	-	2898	1805	1397	1502	905	645	556
YNR056C	XIV	731618	733303	-	1686	251	174	176	1277	840	696
YNL186W	XIV	289498	291876	+	2379	1823	1820	1635	237	310	225
YNL153C	XIV	345669	346058	-	390	1243	883	793	734	787	788
YNL130C	XIV;XIV	379558;380782	380689;380831	-;-	1182	2418	2429	2898	3704	3160	2564
YNL088W	XIV	457704	461990	+	4287	2356	1897	1601	1119	1178	1112
YNL216W	XIV	241689	244172	+	2484	1544	1385	1495	744	642	562
YNL276C	XIV	118431	118826	-	396	2	1	3	1	1	3
YNL108C	XIV	419014	419826	-	813	207	168	222	265	241	213
YNL252C	XIV	171441	172286	-	846	374	360	372	621	625	661
YNL181W	XIV	298335	299558	+	1224	840	636	772	869	1043	976
YNL197C	XIV	267608	269593	-	1986	2565	2606	2725	2135	2166	1766
YNL064C	XIV	505868	507097	-	1230	10208	9213	8949	4409	7307	10522
YNL202W	XIV	259578	260456	+	879	66	53	56	390	309	244
YNL283C	XIV	105184	106695	-	1512	2680	2502	3013	3759	3400	2815
YNL147W	XIV;XIV	350940;351054	350957;351383	+;+	348	569	443	380	309	663	715
YNL286W	XIV	95223	96080	+	858	341	259	261	368	504	537
YNL337W	XIV	7165	7419	+	255	0	0	0	0	0	0
YNL322C	XIV	33294	34235	-	942	1740	2041	2254	2162	3033	3164
YNL158W	XIV	339612	340208	+	597	469	458	506	655	533	495
YNL168C	XIV	318030	318809	-	780	1157	968	1106	2836	1857	1649
YNL259C	XIV	157644	157865	-	222	301	231	232	230	375	322
YNR022C	XIV	669774	670193	-	420	520	413	358	387	609	576
YNR077C	XIV	783287	783541	-	255	0	0	0	0	0	0
YNL068C	XIV	495701	498289	-	2589	1036	820	748	349	249	217
tI(AAU)N2	XIV	602312	602385	+	74	0	0	0	0	0	0
YNL037C	XIV	557920	559002	-	1083	2188	2574	2186	15900	14782	10356
YNL085W	XIV	467131	469623	+	2493	3920	3939	4356	2222	3464	2790
YNL051W	XIV	532659	533870	+	1212	393	391	362	814	941	1024
YNL148C	XIV	349907	350671	-	765	258	193	214	404	325	209
YNR075C-A	XIV	781511	781603	-	93	47	50	41	27	26	27
YNL255C	XIV	167329	167790	-	462	5333	4352	4445	1555	1361	1459
YNL070W	XIV	493366	493548	+	183	598	787	798	453	741	559
tD(GUC)N	XIV	519099	519169	-	71	10	10	10	9	8	7
tT(AGU)N1	XIV	104805	104877	+	73	1	0	1	1	0	0
YNL271C	XIV	129522	135383	-	5862	1719	1810	1819	541	1675	1526
YNL198C	XIV	266514	266816	-	303	38	29	18	12	17	10
YNR018W	XIV	664270	664944	+	675	1601	1555	1593	876	830	811
YNL327W	XIV	24048	27173	+	3126	10595	11541	12113	2401	2690	2206
YNL236W	XIV	206930	209854	+	2925	854	749	824	1380	1165	870
YNR001W-A	XIV	631263	631481	+	219	1	2	2	5	4	1
